,Origin Country,Destination Country,From,To,Distance,Duration,est_tt
232,BG,DE,Sofia-BG,Lahr-DE,1710.931,15.600000000000001,34.24
233,BG,DE,Sofia-BG,Regensburg-DE,1353.286,12.783333333333333,30.296666666666663
234,BG,DE,Sofia-BG,Hamburg-DE,1922.713,17.466666666666665,36.85333333333333
235,BG,DE,Sofia-BG,Dorsten-DE,1939.573,17.433333333333334,36.806666666666665
236,BG,DE,Sofia-BG,Hagen-DE,1874.728,16.933333333333334,36.10666666666666
237,BG,DE,Sofia-BG,Neuwied-DE,1505.161,14.683333333333334,32.95666666666666
238,BG,DE,Sofia-BG,Krefeld-DE,1924.819,17.283333333333335,36.59666666666667
239,BG,DE,Sofia-BG,Rüdersdorf-DE,1642.374,15.3,33.82
240,BG,DK,Sofia-BG,Kolding-DK,2065.379,20.733333333333334,52.42666666666667
241,BG,ES,Sofia-BG,Barcelona-ES,2360.357,21.8,53.919999999999995
242,BG,ES,Sofia-BG,Madrid-ES,2973.255,27.2,61.48
243,BG,ES,Sofia-BG,Vitoria-ES,2720.001,24.983333333333334,58.376666666666665
244,BG,FI,Sofia-BG,Turku (Lieto)-FI,2891.844,33.03333333333333,80.64666666666668
245,BG,FI,Sofia-BG,Vantaa-FI,2745.563,31.85,78.99000000000001
246,BG,FR,Sofia-BG,Combs-la-Ville-FR,2176.029,19.8,40.12
247,BG,GB,Sofia-BG,Slough-GB,2475.58,23.233333333333334,55.92666666666666
248,BG,GB,Sofia-BG,Ryton Gateway-GB,2875.99,26.866666666666667,61.01333333333333
249,BG,GR,Sofia-BG,Spata-GR,803.7,7.916666666666666,12.483333333333333
250,BG,HR,Sofia-BG,Zagreb-HR,784.935,7.866666666666667,12.413333333333334
251,BG,HU,Sofia-BG,OLK-HU,779.374,7.683333333333334,12.156666666666666
252,BG,HU,Sofia-BG,Budapest-HU,761.25,7.516666666666667,11.923333333333334
253,BG,IE,Sofia-BG,Portlaoise-IE,3057.869,31.983333333333334,79.17666666666668
254,BG,LT,Sofia-BG,Kaunas-LT,2078.988,20.433333333333334,52.00666666666667
255,BG,LU,Sofia-BG,Bettembourg-LU,1849.696,17.083333333333332,36.31666666666666
256,BG,NL,Sofia-BG,EINDHOVEN-NL,2023.515,18.166666666666668,37.833333333333336
257,BG,NL,Sofia-BG,Utrecht-NL,2072.069,18.583333333333332,38.416666666666664
258,BG,NL,Sofia-BG,Zaltbommel-NL,2062.652,18.55,38.37
259,BG,NO,Sofia-BG,Oslo-NO,2670.004,26.383333333333333,60.33666666666666
260,BG,PL,Sofia-BG,Ełk-PL,1872.163,18.383333333333333,38.13666666666666
261,BG,PL,Sofia-BG,Poznań-PL,1666.151,16.183333333333334,35.056666666666665
262,BG,PL,Sofia-BG,Zabrze-PL,1320.539,12.48333333333333,29.87666666666666
263,BG,PL,Sofia-BG,Koninko-PL,1646.586,15.95,34.73
264,BG,PL,Sofia-BG,Wroclaw-PL,1509.451,14.083333333333334,32.11666666666667
265,BG,PL,Sofia-BG,Bydgoszcz-PL,1712.281,16.1,34.94
266,BG,PT,Sofia-BG,Lisbon-PT,3545.998,32.233333333333334,79.52666666666667
267,BG,RO,Sofia-BG,Oradea-RO,673.777,9.233333333333333,14.326666666666664
268,BG,SE,Sofia-BG,Stockholm-SE,2703.53,26.45,60.42999999999999
269,BG,SE,Sofia-BG,Helsingborg-SE,2159.239,21.6,53.63999999999999
270,BG,SE,Sofia-BG,ARLÖV-SE,2108.645,21.15,53.01
271,BG,SE,Sofia-BG,Malmö-SE,2107.258,21.1,52.94
272,BG,SI,Sofia-BG,Ljubljana-SI,921.688,9.016666666666667,14.023333333333333
273,BG,SK,Sofia-BG,Bratislava Rača-SK,975.466,9.55,14.770000000000001
274,BG,SK,Sofia-BG,Bratislava Petržalka-SK,959.365,9.316666666666666,14.443333333333333
275,BG,SK,Sofia-BG,Strečno-SK,1022.417,11.1,27.939999999999998
276,BG,AT,Sofia-BG,Allhaming-AT,1160.594,11.183333333333334,28.056666666666665
277,BG,AT,Sofia-BG,Hagenbrunn-AT,1025.039,9.933333333333334,15.306666666666667
278,BG,SK,Sofia-BG,Ivanka pri Dunaji-SK,974.579,9.466666666666667,14.653333333333332
279,BG,AT,Sofia-BG,Enns-AT,1172.263,11.15,28.009999999999998
280,BG,SE,Sofia-BG,Göteborg-SE,2375.035,23.516666666666666,56.32333333333333
281,BG,CZ,Sofia-BG,Ricany-CZ,1269.925,12.066666666666666,29.29333333333333
282,BG,CZ,Sofia-BG,Olomouc-CZ,1159.691,11.116666666666667,27.96333333333333
283,BG,IE,Sofia-BG,Dublin-IE,2984.473,31.166666666666668,78.03333333333333
284,BG,AT,Sofia-BG,Hall in Tirol-AT,1362.442,12.983333333333333,30.576666666666664
285,BG,AT,Sofia-BG,Hub Wien II-AT,1012.885,9.766666666666667,15.073333333333334
286,BG,AT,Sofia-BG,Liesing-AT,1012.741,9.766666666666667,15.073333333333334
287,BG,AT,Sofia-BG,Wals-AT,1204.575,11.6,28.639999999999997
288,BG,AT,Sofia-BG,Wundschuh-AT,949.8,9.25,14.35
289,BG,AT,Sofia-BG,Wernberg-AT,1016.339,9.883333333333333,15.236666666666666
290,BG,DE,Sofia-BG,PZ 44 (Bochum) [im Bau]-DE,1896.874,17.05,36.27
291,BG,CZ,Sofia-BG,Zlin-CZ,1170.815,11.2,28.08
292,CZ,AT,Brno-CZ,Wien 1-AT,342.523,3.466666666666667,6.253333333333334
293,CZ,AT,Brno-CZ,Wien-AT,151.356,1.8333333333333335,3.966666666666667
294,CZ,BE,Brno-CZ,Brüssel-BE,1112.936,9.366666666666667,14.513333333333334
295,CZ,BG,Brno-CZ,Sofia-BG,1090.944,10.516666666666667,27.12333333333333
296,CZ,CZ,Brno-CZ,Brno-CZ,0.0,0.0,1.4
297,CZ,CZ,Brno-CZ,Ostrava-CZ,161.128,1.5833333333333335,3.6166666666666667
298,CZ,CZ,Brno-CZ,Krupka-CZ,311.117,3.1000000000000005,5.74
299,CZ,CZ,Brno-CZ,Plzen-CZ,302.655,2.8333333333333335,5.366666666666667
300,CZ,CZ,Brno-CZ,Hradec Kralove-CZ,164.55,2.5,4.9
301,CZ,DE,Brno-CZ,Speyer-DE,725.656,6.35,10.29
302,CZ,DE,Brno-CZ,Köln-DE,905.961,7.616666666666667,12.063333333333334
303,CZ,DE,Brno-CZ,Radefeld-DE,472.261,4.3,7.42
304,CZ,DE,Brno-CZ,Feucht-DE,494.366,4.333333333333333,7.466666666666665
305,CZ,DE,Brno-CZ,Lahr-DE,822.833,7.0166666666666675,11.223333333333334
