,0,1,2,3
691,CZ,PL,ES,-0.0
692,CZ,PT,ES,-0.0
693,CZ,SE,ES,-0.0
694,CZ,SI,ES,-0.0
695,CZ,SK,ES,-0.0
696,CZ,DK,ES,-0.0
697,CZ,FR,ES,-0.0
698,CZ,GR,ES,-0.0
699,CZ,HR,ES,-0.0
700,CZ,IE,ES,-0.0
701,CZ,LU,ES,-0.0
702,CZ,NO,ES,-0.0
703,CZ,RO,ES,-0.0
704,CZ,AT,FL,0.0
705,CZ,BE,FL,-0.0
706,CZ,BG,FL,0.0
707,CZ,DE,FL,0.0
708,CZ,ES,FL,-0.0
709,CZ,GB,FL,0.0
710,CZ,HU,FL,-0.0
711,CZ,LT,FL,-0.0
712,CZ,NL,FL,1.0
713,CZ,PL,FL,-0.0
714,CZ,PT,FL,-0.0
715,CZ,SE,FL,0.0
716,CZ,SI,FL,-0.0
717,CZ,SK,FL,-0.0
718,CZ,DK,FL,-0.0
719,CZ,FR,FL,0.0
720,CZ,GR,FL,-0.0
721,CZ,HR,FL,-0.0
722,CZ,IE,FL,-0.0
723,CZ,LU,FL,0.0
724,CZ,NO,FL,-0.0
725,CZ,RO,FL,-0.0
726,CZ,AT,HU,0.0
727,CZ,BE,HU,-0.0
728,CZ,BG,HU,-0.0
729,CZ,DE,HU,-0.0
730,CZ,ES,HU,-0.0
731,CZ,FL,HU,-0.0
732,CZ,GB,HU,-0.0
733,CZ,LT,HU,-0.0
734,CZ,NL,HU,-0.0
735,CZ,PL,HU,-0.0
736,CZ,PT,HU,-0.0
737,CZ,SE,HU,-0.0
738,CZ,SI,HU,-0.0
739,CZ,SK,HU,-0.0
740,CZ,DK,HU,-0.0
741,CZ,FR,HU,-0.0
742,CZ,GR,HU,-0.0
743,CZ,HR,HU,-0.0
744,CZ,IE,HU,-0.0
745,CZ,LU,HU,-0.0
746,CZ,NO,HU,-0.0
747,CZ,RO,HU,-0.0
748,CZ,AT,IE,0.0
749,CZ,BE,IE,-0.0
750,CZ,BG,IE,-0.0
751,CZ,DE,IE,0.0
752,CZ,ES,IE,-0.0
753,CZ,FL,IE,-0.0
754,CZ,GB,IE,0.0
755,CZ,HU,IE,-0.0
756,CZ,LT,IE,-0.0
757,CZ,NL,IE,1.0
758,CZ,PL,IE,-0.0
759,CZ,PT,IE,-0.0
760,CZ,SE,IE,-0.0
761,CZ,SI,IE,-0.0
762,CZ,SK,IE,-0.0
763,CZ,DK,IE,-0.0
764,CZ,FR,IE,-0.0
765,CZ,GR,IE,-0.0
766,CZ,HR,IE,-0.0
767,CZ,LU,IE,-0.0
768,CZ,NO,IE,-0.0
769,CZ,RO,IE,-0.0
770,CZ,AT,LT,0.0
