,0,1,2,3
10802,Plzen 1-CZ,Barcelona-ES,Trailer,0
10803,Plzen 1-CZ,Barcelona-ES,Van,1
10804,Plzen 1-CZ,Barcelona-ES,Co-loading,0
10805,Plzen 1-CZ,Madrid-ES,2 Swap Bodies,0
10806,Plzen 1-CZ,Madrid-ES,Swap Body,0
10807,Plzen 1-CZ,Madrid-ES,Trailer,0
10808,Plzen 1-CZ,Madrid-ES,Van,0
10809,Plzen 1-CZ,Madrid-ES,Co-loading,0
10810,Plzen 1-CZ,Araba (Vitoria)-ES,2 Swap Bodies,0
10811,Plzen 1-CZ,Araba (Vitoria)-ES,Swap Body,0
10812,Plzen 1-CZ,Araba (Vitoria)-ES,Trailer,0
10813,Plzen 1-CZ,Araba (Vitoria)-ES,Van,0
10814,Plzen 1-CZ,Araba (Vitoria)-ES,Co-loading,0
10815,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,2 Swap Bodies,0
10816,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,Swap Body,0
10817,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,Trailer,0
10818,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,Van,0
10819,Hradec Kralove - Brezhrad-CZ,Barcelona-ES,Co-loading,0
10820,Hradec Kralove - Brezhrad-CZ,Madrid-ES,2 Swap Bodies,0
10821,Hradec Kralove - Brezhrad-CZ,Madrid-ES,Swap Body,0
10822,Hradec Kralove - Brezhrad-CZ,Madrid-ES,Trailer,0
10823,Hradec Kralove - Brezhrad-CZ,Madrid-ES,Van,0
10824,Hradec Kralove - Brezhrad-CZ,Madrid-ES,Co-loading,0
10825,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,2 Swap Bodies,0
10826,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,Swap Body,0
10827,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,Trailer,0
10828,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,Van,0
10829,Hradec Kralove - Brezhrad-CZ,Araba (Vitoria)-ES,Co-loading,0
10830,Ricany -CZ,Barcelona-ES,2 Swap Bodies,0
10831,Ricany -CZ,Barcelona-ES,Swap Body,0
10832,Ricany -CZ,Barcelona-ES,Trailer,0
10833,Ricany -CZ,Barcelona-ES,Van,0
10834,Ricany -CZ,Barcelona-ES,Co-loading,0
10835,Ricany -CZ,Madrid-ES,2 Swap Bodies,0
10836,Ricany -CZ,Madrid-ES,Swap Body,0
10837,Ricany -CZ,Madrid-ES,Trailer,0
10838,Ricany -CZ,Madrid-ES,Van,0
10839,Ricany -CZ,Madrid-ES,Co-loading,0
10840,Ricany -CZ,Araba (Vitoria)-ES,2 Swap Bodies,0
10841,Ricany -CZ,Araba (Vitoria)-ES,Swap Body,0
10842,Ricany -CZ,Araba (Vitoria)-ES,Trailer,0
10843,Ricany -CZ,Araba (Vitoria)-ES,Van,0
10844,Ricany -CZ,Araba (Vitoria)-ES,Co-loading,0
10845,Zlin-CZ,Barcelona-ES,2 Swap Bodies,0
10846,Zlin-CZ,Barcelona-ES,Swap Body,0
10847,Zlin-CZ,Barcelona-ES,Trailer,0
10848,Zlin-CZ,Barcelona-ES,Van,0
10849,Zlin-CZ,Barcelona-ES,Co-loading,0
10850,Zlin-CZ,Madrid-ES,2 Swap Bodies,0
10851,Zlin-CZ,Madrid-ES,Swap Body,0
10852,Zlin-CZ,Madrid-ES,Trailer,0
10853,Zlin-CZ,Madrid-ES,Van,0
10854,Zlin-CZ,Madrid-ES,Co-loading,0
10855,Zlin-CZ,Araba (Vitoria)-ES,2 Swap Bodies,0
10856,Zlin-CZ,Araba (Vitoria)-ES,Swap Body,0
10857,Zlin-CZ,Araba (Vitoria)-ES,Trailer,0
10858,Zlin-CZ,Araba (Vitoria)-ES,Van,0
10859,Zlin-CZ,Araba (Vitoria)-ES,Co-loading,0
10860,Olomouc-CZ,Barcelona-ES,2 Swap Bodies,0
10861,Olomouc-CZ,Barcelona-ES,Swap Body,0
10862,Olomouc-CZ,Barcelona-ES,Trailer,0
10863,Olomouc-CZ,Barcelona-ES,Van,0
10864,Olomouc-CZ,Barcelona-ES,Co-loading,0
10865,Olomouc-CZ,Madrid-ES,2 Swap Bodies,0
10866,Olomouc-CZ,Madrid-ES,Swap Body,0
10867,Olomouc-CZ,Madrid-ES,Trailer,0
10868,Olomouc-CZ,Madrid-ES,Van,0
10869,Olomouc-CZ,Madrid-ES,Co-loading,0
10870,Olomouc-CZ,Araba (Vitoria)-ES,2 Swap Bodies,0
10871,Olomouc-CZ,Araba (Vitoria)-ES,Swap Body,0
10872,Olomouc-CZ,Araba (Vitoria)-ES,Trailer,0
10873,Olomouc-CZ,Araba (Vitoria)-ES,Van,0
10874,Olomouc-CZ,Araba (Vitoria)-ES,Co-loading,0
10875,Brno-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10876,Brno-CZ,Lieto (Turku)-FL,Swap Body,0
10877,Brno-CZ,Lieto (Turku)-FL,Trailer,0
10878,Brno-CZ,Lieto (Turku)-FL,Van,0
10879,Brno-CZ,Lieto (Turku)-FL,Co-loading,0
10880,Brno-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10881,Brno-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10882,Brno-CZ,Vantaa (Helsinki)-FL,Trailer,0
10883,Brno-CZ,Vantaa (Helsinki)-FL,Van,0
10884,Brno-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10885,Ostrava-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10886,Ostrava-CZ,Lieto (Turku)-FL,Swap Body,0
10887,Ostrava-CZ,Lieto (Turku)-FL,Trailer,0
10888,Ostrava-CZ,Lieto (Turku)-FL,Van,0
10889,Ostrava-CZ,Lieto (Turku)-FL,Co-loading,0
10890,Ostrava-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10891,Ostrava-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10892,Ostrava-CZ,Vantaa (Helsinki)-FL,Trailer,0
10893,Ostrava-CZ,Vantaa (Helsinki)-FL,Van,0
10894,Ostrava-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10895,Krupka 1-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10896,Krupka 1-CZ,Lieto (Turku)-FL,Swap Body,0
10897,Krupka 1-CZ,Lieto (Turku)-FL,Trailer,0
10898,Krupka 1-CZ,Lieto (Turku)-FL,Van,0
10899,Krupka 1-CZ,Lieto (Turku)-FL,Co-loading,0
10900,Krupka 1-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10901,Krupka 1-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10902,Krupka 1-CZ,Vantaa (Helsinki)-FL,Trailer,0
10903,Krupka 1-CZ,Vantaa (Helsinki)-FL,Van,0
10904,Krupka 1-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10905,Plzen 1-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10906,Plzen 1-CZ,Lieto (Turku)-FL,Swap Body,0
10907,Plzen 1-CZ,Lieto (Turku)-FL,Trailer,0
10908,Plzen 1-CZ,Lieto (Turku)-FL,Van,0
10909,Plzen 1-CZ,Lieto (Turku)-FL,Co-loading,0
10910,Plzen 1-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10911,Plzen 1-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10912,Plzen 1-CZ,Vantaa (Helsinki)-FL,Trailer,0
10913,Plzen 1-CZ,Vantaa (Helsinki)-FL,Van,0
10914,Plzen 1-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10915,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10916,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,Swap Body,0
10917,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,Trailer,0
10918,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,Van,0
10919,Hradec Kralove - Brezhrad-CZ,Lieto (Turku)-FL,Co-loading,0
10920,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10921,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10922,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,Trailer,0
10923,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,Van,0
10924,Hradec Kralove - Brezhrad-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10925,Ricany -CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10926,Ricany -CZ,Lieto (Turku)-FL,Swap Body,0
10927,Ricany -CZ,Lieto (Turku)-FL,Trailer,0
10928,Ricany -CZ,Lieto (Turku)-FL,Van,0
10929,Ricany -CZ,Lieto (Turku)-FL,Co-loading,0
10930,Ricany -CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10931,Ricany -CZ,Vantaa (Helsinki)-FL,Swap Body,0
10932,Ricany -CZ,Vantaa (Helsinki)-FL,Trailer,0
10933,Ricany -CZ,Vantaa (Helsinki)-FL,Van,0
10934,Ricany -CZ,Vantaa (Helsinki)-FL,Co-loading,0
10935,Zlin-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10936,Zlin-CZ,Lieto (Turku)-FL,Swap Body,0
10937,Zlin-CZ,Lieto (Turku)-FL,Trailer,0
10938,Zlin-CZ,Lieto (Turku)-FL,Van,0
10939,Zlin-CZ,Lieto (Turku)-FL,Co-loading,0
10940,Zlin-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10941,Zlin-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10942,Zlin-CZ,Vantaa (Helsinki)-FL,Trailer,0
10943,Zlin-CZ,Vantaa (Helsinki)-FL,Van,0
10944,Zlin-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10945,Olomouc-CZ,Lieto (Turku)-FL,2 Swap Bodies,0
10946,Olomouc-CZ,Lieto (Turku)-FL,Swap Body,0
10947,Olomouc-CZ,Lieto (Turku)-FL,Trailer,0
10948,Olomouc-CZ,Lieto (Turku)-FL,Van,0
10949,Olomouc-CZ,Lieto (Turku)-FL,Co-loading,0
10950,Olomouc-CZ,Vantaa (Helsinki)-FL,2 Swap Bodies,0
10951,Olomouc-CZ,Vantaa (Helsinki)-FL,Swap Body,0
10952,Olomouc-CZ,Vantaa (Helsinki)-FL,Trailer,0
10953,Olomouc-CZ,Vantaa (Helsinki)-FL,Van,0
10954,Olomouc-CZ,Vantaa (Helsinki)-FL,Co-loading,0
10955,Brno-CZ,Budapest OLK-HU,2 Swap Bodies,1
10956,Brno-CZ,Budapest OLK-HU,Swap Body,0
10957,Brno-CZ,Budapest OLK-HU,Trailer,0
10958,Brno-CZ,Budapest OLK-HU,Van,0
10959,Brno-CZ,Budapest OLK-HU,Co-loading,0
10960,Brno-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
10961,Brno-CZ,Budapest NPKK (OE)-HU,Swap Body,0
10962,Brno-CZ,Budapest NPKK (OE)-HU,Trailer,0
10963,Brno-CZ,Budapest NPKK (OE)-HU,Van,0
10964,Brno-CZ,Budapest NPKK (OE)-HU,Co-loading,0
10965,Ostrava-CZ,Budapest OLK-HU,2 Swap Bodies,0
10966,Ostrava-CZ,Budapest OLK-HU,Swap Body,0
10967,Ostrava-CZ,Budapest OLK-HU,Trailer,0
10968,Ostrava-CZ,Budapest OLK-HU,Van,0
10969,Ostrava-CZ,Budapest OLK-HU,Co-loading,0
10970,Ostrava-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
10971,Ostrava-CZ,Budapest NPKK (OE)-HU,Swap Body,0
10972,Ostrava-CZ,Budapest NPKK (OE)-HU,Trailer,0
10973,Ostrava-CZ,Budapest NPKK (OE)-HU,Van,0
10974,Ostrava-CZ,Budapest NPKK (OE)-HU,Co-loading,0
10975,Krupka 1-CZ,Budapest OLK-HU,2 Swap Bodies,0
10976,Krupka 1-CZ,Budapest OLK-HU,Swap Body,0
10977,Krupka 1-CZ,Budapest OLK-HU,Trailer,0
10978,Krupka 1-CZ,Budapest OLK-HU,Van,0
10979,Krupka 1-CZ,Budapest OLK-HU,Co-loading,0
10980,Krupka 1-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
10981,Krupka 1-CZ,Budapest NPKK (OE)-HU,Swap Body,0
10982,Krupka 1-CZ,Budapest NPKK (OE)-HU,Trailer,0
10983,Krupka 1-CZ,Budapest NPKK (OE)-HU,Van,0
10984,Krupka 1-CZ,Budapest NPKK (OE)-HU,Co-loading,0
10985,Plzen 1-CZ,Budapest OLK-HU,2 Swap Bodies,0
10986,Plzen 1-CZ,Budapest OLK-HU,Swap Body,0
10987,Plzen 1-CZ,Budapest OLK-HU,Trailer,0
10988,Plzen 1-CZ,Budapest OLK-HU,Van,0
10989,Plzen 1-CZ,Budapest OLK-HU,Co-loading,0
10990,Plzen 1-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
10991,Plzen 1-CZ,Budapest NPKK (OE)-HU,Swap Body,0
10992,Plzen 1-CZ,Budapest NPKK (OE)-HU,Trailer,0
10993,Plzen 1-CZ,Budapest NPKK (OE)-HU,Van,0
10994,Plzen 1-CZ,Budapest NPKK (OE)-HU,Co-loading,0
10995,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,2 Swap Bodies,0
10996,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,Swap Body,0
10997,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,Trailer,0
10998,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,Van,0
10999,Hradec Kralove - Brezhrad-CZ,Budapest OLK-HU,Co-loading,0
11000,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
11001,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,Swap Body,0
11002,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,Trailer,0
11003,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,Van,0
11004,Hradec Kralove - Brezhrad-CZ,Budapest NPKK (OE)-HU,Co-loading,0
11005,Ricany -CZ,Budapest OLK-HU,2 Swap Bodies,0
11006,Ricany -CZ,Budapest OLK-HU,Swap Body,0
11007,Ricany -CZ,Budapest OLK-HU,Trailer,0
11008,Ricany -CZ,Budapest OLK-HU,Van,0
11009,Ricany -CZ,Budapest OLK-HU,Co-loading,0
11010,Ricany -CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
11011,Ricany -CZ,Budapest NPKK (OE)-HU,Swap Body,0
11012,Ricany -CZ,Budapest NPKK (OE)-HU,Trailer,0
11013,Ricany -CZ,Budapest NPKK (OE)-HU,Van,0
11014,Ricany -CZ,Budapest NPKK (OE)-HU,Co-loading,0
11015,Zlin-CZ,Budapest OLK-HU,2 Swap Bodies,0
11016,Zlin-CZ,Budapest OLK-HU,Swap Body,0
11017,Zlin-CZ,Budapest OLK-HU,Trailer,0
11018,Zlin-CZ,Budapest OLK-HU,Van,0
11019,Zlin-CZ,Budapest OLK-HU,Co-loading,0
11020,Zlin-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
11021,Zlin-CZ,Budapest NPKK (OE)-HU,Swap Body,0
11022,Zlin-CZ,Budapest NPKK (OE)-HU,Trailer,0
11023,Zlin-CZ,Budapest NPKK (OE)-HU,Van,0
11024,Zlin-CZ,Budapest NPKK (OE)-HU,Co-loading,0
11025,Olomouc-CZ,Budapest OLK-HU,2 Swap Bodies,0
11026,Olomouc-CZ,Budapest OLK-HU,Swap Body,0
11027,Olomouc-CZ,Budapest OLK-HU,Trailer,0
11028,Olomouc-CZ,Budapest OLK-HU,Van,0
11029,Olomouc-CZ,Budapest OLK-HU,Co-loading,0
11030,Olomouc-CZ,Budapest NPKK (OE)-HU,2 Swap Bodies,0
11031,Olomouc-CZ,Budapest NPKK (OE)-HU,Swap Body,0
11032,Olomouc-CZ,Budapest NPKK (OE)-HU,Trailer,0
11033,Olomouc-CZ,Budapest NPKK (OE)-HU,Van,0
11034,Olomouc-CZ,Budapest NPKK (OE)-HU,Co-loading,0
11035,Brno-CZ,Portlaoise-IE,2 Swap Bodies,0
11036,Brno-CZ,Portlaoise-IE,Swap Body,0
11037,Brno-CZ,Portlaoise-IE,Trailer,0
11038,Brno-CZ,Portlaoise-IE,Van,0
11039,Brno-CZ,Portlaoise-IE,Co-loading,0
11040,Brno-CZ,Dublin-IE,2 Swap Bodies,0
11041,Brno-CZ,Dublin-IE,Swap Body,0
11042,Brno-CZ,Dublin-IE,Trailer,0
11043,Brno-CZ,Dublin-IE,Van,0
11044,Brno-CZ,Dublin-IE,Co-loading,0
11045,Ostrava-CZ,Portlaoise-IE,2 Swap Bodies,0
11046,Ostrava-CZ,Portlaoise-IE,Swap Body,0
11047,Ostrava-CZ,Portlaoise-IE,Trailer,0
11048,Ostrava-CZ,Portlaoise-IE,Van,0
11049,Ostrava-CZ,Portlaoise-IE,Co-loading,0
11050,Ostrava-CZ,Dublin-IE,2 Swap Bodies,0
11051,Ostrava-CZ,Dublin-IE,Swap Body,0
11052,Ostrava-CZ,Dublin-IE,Trailer,0
11053,Ostrava-CZ,Dublin-IE,Van,0
11054,Ostrava-CZ,Dublin-IE,Co-loading,0
11055,Krupka 1-CZ,Portlaoise-IE,2 Swap Bodies,0
11056,Krupka 1-CZ,Portlaoise-IE,Swap Body,0
11057,Krupka 1-CZ,Portlaoise-IE,Trailer,0
11058,Krupka 1-CZ,Portlaoise-IE,Van,0
11059,Krupka 1-CZ,Portlaoise-IE,Co-loading,0
11060,Krupka 1-CZ,Dublin-IE,2 Swap Bodies,0
11061,Krupka 1-CZ,Dublin-IE,Swap Body,0
11062,Krupka 1-CZ,Dublin-IE,Trailer,0
11063,Krupka 1-CZ,Dublin-IE,Van,0
11064,Krupka 1-CZ,Dublin-IE,Co-loading,0
11065,Plzen 1-CZ,Portlaoise-IE,2 Swap Bodies,0
11066,Plzen 1-CZ,Portlaoise-IE,Swap Body,0
11067,Plzen 1-CZ,Portlaoise-IE,Trailer,0
11068,Plzen 1-CZ,Portlaoise-IE,Van,0
11069,Plzen 1-CZ,Portlaoise-IE,Co-loading,0
11070,Plzen 1-CZ,Dublin-IE,2 Swap Bodies,0
11071,Plzen 1-CZ,Dublin-IE,Swap Body,0
11072,Plzen 1-CZ,Dublin-IE,Trailer,0
11073,Plzen 1-CZ,Dublin-IE,Van,0
11074,Plzen 1-CZ,Dublin-IE,Co-loading,0
11075,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,2 Swap Bodies,0
11076,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,Swap Body,0
11077,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,Trailer,0
11078,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,Van,0
11079,Hradec Kralove - Brezhrad-CZ,Portlaoise-IE,Co-loading,0
11080,Hradec Kralove - Brezhrad-CZ,Dublin-IE,2 Swap Bodies,0
11081,Hradec Kralove - Brezhrad-CZ,Dublin-IE,Swap Body,0
11082,Hradec Kralove - Brezhrad-CZ,Dublin-IE,Trailer,0
11083,Hradec Kralove - Brezhrad-CZ,Dublin-IE,Van,0
11084,Hradec Kralove - Brezhrad-CZ,Dublin-IE,Co-loading,0
11085,Ricany -CZ,Portlaoise-IE,2 Swap Bodies,0
11086,Ricany -CZ,Portlaoise-IE,Swap Body,0
11087,Ricany -CZ,Portlaoise-IE,Trailer,0
11088,Ricany -CZ,Portlaoise-IE,Van,0
11089,Ricany -CZ,Portlaoise-IE,Co-loading,0
11090,Ricany -CZ,Dublin-IE,2 Swap Bodies,0
11091,Ricany -CZ,Dublin-IE,Swap Body,0
11092,Ricany -CZ,Dublin-IE,Trailer,0
11093,Ricany -CZ,Dublin-IE,Van,0
11094,Ricany -CZ,Dublin-IE,Co-loading,0
11095,Zlin-CZ,Portlaoise-IE,2 Swap Bodies,0
11096,Zlin-CZ,Portlaoise-IE,Swap Body,0
11097,Zlin-CZ,Portlaoise-IE,Trailer,0
11098,Zlin-CZ,Portlaoise-IE,Van,0
11099,Zlin-CZ,Portlaoise-IE,Co-loading,0
11100,Zlin-CZ,Dublin-IE,2 Swap Bodies,0
11101,Zlin-CZ,Dublin-IE,Swap Body,0
11102,Zlin-CZ,Dublin-IE,Trailer,0
11103,Zlin-CZ,Dublin-IE,Van,0
11104,Zlin-CZ,Dublin-IE,Co-loading,0
11105,Olomouc-CZ,Portlaoise-IE,2 Swap Bodies,0
11106,Olomouc-CZ,Portlaoise-IE,Swap Body,0
11107,Olomouc-CZ,Portlaoise-IE,Trailer,0
11108,Olomouc-CZ,Portlaoise-IE,Van,0
11109,Olomouc-CZ,Portlaoise-IE,Co-loading,0
11110,Olomouc-CZ,Dublin-IE,2 Swap Bodies,0
11111,Olomouc-CZ,Dublin-IE,Swap Body,0
11112,Olomouc-CZ,Dublin-IE,Trailer,0
11113,Olomouc-CZ,Dublin-IE,Van,0
11114,Olomouc-CZ,Dublin-IE,Co-loading,0
11115,Brno-CZ,Kaunas-LT,2 Swap Bodies,0
11116,Brno-CZ,Kaunas-LT,Swap Body,0
11117,Brno-CZ,Kaunas-LT,Trailer,0
11118,Brno-CZ,Kaunas-LT,Van,0
11119,Brno-CZ,Kaunas-LT,Co-loading,0
11120,Ostrava-CZ,Kaunas-LT,2 Swap Bodies,0
11121,Ostrava-CZ,Kaunas-LT,Swap Body,0
11122,Ostrava-CZ,Kaunas-LT,Trailer,0
11123,Ostrava-CZ,Kaunas-LT,Van,0
11124,Ostrava-CZ,Kaunas-LT,Co-loading,0
11125,Krupka 1-CZ,Kaunas-LT,2 Swap Bodies,0
11126,Krupka 1-CZ,Kaunas-LT,Swap Body,0
11127,Krupka 1-CZ,Kaunas-LT,Trailer,0
11128,Krupka 1-CZ,Kaunas-LT,Van,0
11129,Krupka 1-CZ,Kaunas-LT,Co-loading,0
11130,Plzen 1-CZ,Kaunas-LT,2 Swap Bodies,0
11131,Plzen 1-CZ,Kaunas-LT,Swap Body,0
11132,Plzen 1-CZ,Kaunas-LT,Trailer,0
11133,Plzen 1-CZ,Kaunas-LT,Van,0
11134,Plzen 1-CZ,Kaunas-LT,Co-loading,0
11135,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,2 Swap Bodies,0
11136,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,Swap Body,0
11137,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,Trailer,0
11138,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,Van,0
11139,Hradec Kralove - Brezhrad-CZ,Kaunas-LT,Co-loading,0
11140,Ricany -CZ,Kaunas-LT,2 Swap Bodies,0
11141,Ricany -CZ,Kaunas-LT,Swap Body,0
11142,Ricany -CZ,Kaunas-LT,Trailer,0
11143,Ricany -CZ,Kaunas-LT,Van,0
11144,Ricany -CZ,Kaunas-LT,Co-loading,0
11145,Zlin-CZ,Kaunas-LT,2 Swap Bodies,0
11146,Zlin-CZ,Kaunas-LT,Swap Body,0
11147,Zlin-CZ,Kaunas-LT,Trailer,0
11148,Zlin-CZ,Kaunas-LT,Van,0
11149,Zlin-CZ,Kaunas-LT,Co-loading,0
11150,Olomouc-CZ,Kaunas-LT,2 Swap Bodies,0
11151,Olomouc-CZ,Kaunas-LT,Swap Body,0
11152,Olomouc-CZ,Kaunas-LT,Trailer,0
11153,Olomouc-CZ,Kaunas-LT,Van,0
11154,Olomouc-CZ,Kaunas-LT,Co-loading,0
11155,Brno-CZ,Suwałki (Ełk)-PL,2 Swap Bodies,0
11156,Brno-CZ,Suwałki (Ełk)-PL,Swap Body,0
11157,Brno-CZ,Suwałki (Ełk)-PL,Trailer,0
11158,Brno-CZ,Suwałki (Ełk)-PL,Van,0
11159,Brno-CZ,Suwałki (Ełk)-PL,Co-loading,0
11160,Brno-CZ,Poznań-PL,2 Swap Bodies,0
11161,Brno-CZ,Poznań-PL,Swap Body,0
11162,Brno-CZ,Poznań-PL,Trailer,0
11163,Brno-CZ,Poznań-PL,Van,0
11164,Brno-CZ,Poznań-PL,Co-loading,0
11165,Brno-CZ,Zabrze-PL,2 Swap Bodies,0
11166,Brno-CZ,Zabrze-PL,Swap Body,0
11167,Brno-CZ,Zabrze-PL,Trailer,0
11168,Brno-CZ,Zabrze-PL,Van,0
11169,Brno-CZ,Zabrze-PL,Co-loading,0
11170,Brno-CZ,Koninko-PL,2 Swap Bodies,0
11171,Brno-CZ,Koninko-PL,Swap Body,0
11172,Brno-CZ,Koninko-PL,Trailer,0
11173,Brno-CZ,Koninko-PL,Van,0
11174,Brno-CZ,Koninko-PL,Co-loading,0
11175,Brno-CZ,Wrocław-PL,2 Swap Bodies,0
11176,Brno-CZ,Wrocław-PL,Swap Body,0
11177,Brno-CZ,Wrocław-PL,Trailer,0
11178,Brno-CZ,Wrocław-PL,Van,0
11179,Brno-CZ,Wrocław-PL,Co-loading,0
11180,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,2 Swap Bodies,0
11181,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,Swap Body,0
11182,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,Trailer,0
11183,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,Van,0
11184,Brno-CZ,Bydgoszcz (Solec Kujawski)-PL,Co-loading,0
11185,Ostrava-CZ,Suwałki (Ełk)-PL,2 Swap Bodies,0
11186,Ostrava-CZ,Suwałki (Ełk)-PL,Swap Body,0
11187,Ostrava-CZ,Suwałki (Ełk)-PL,Trailer,0
11188,Ostrava-CZ,Suwałki (Ełk)-PL,Van,0
11189,Ostrava-CZ,Suwałki (Ełk)-PL,Co-loading,0
11190,Ostrava-CZ,Poznań-PL,2 Swap Bodies,0
11191,Ostrava-CZ,Poznań-PL,Swap Body,0
11192,Ostrava-CZ,Poznań-PL,Trailer,0
11193,Ostrava-CZ,Poznań-PL,Van,0
11194,Ostrava-CZ,Poznań-PL,Co-loading,0
11195,Ostrava-CZ,Zabrze-PL,2 Swap Bodies,0
11196,Ostrava-CZ,Zabrze-PL,Swap Body,4
11197,Ostrava-CZ,Zabrze-PL,Trailer,0
11198,Ostrava-CZ,Zabrze-PL,Van,0
11199,Ostrava-CZ,Zabrze-PL,Co-loading,0
11200,Ostrava-CZ,Koninko-PL,2 Swap Bodies,0
11201,Ostrava-CZ,Koninko-PL,Swap Body,0
11202,Ostrava-CZ,Koninko-PL,Trailer,0
11203,Ostrava-CZ,Koninko-PL,Van,0
11204,Ostrava-CZ,Koninko-PL,Co-loading,0
11205,Ostrava-CZ,Wrocław-PL,2 Swap Bodies,0
11206,Ostrava-CZ,Wrocław-PL,Swap Body,0
11207,Ostrava-CZ,Wrocław-PL,Trailer,0
11208,Ostrava-CZ,Wrocław-PL,Van,0
11209,Ostrava-CZ,Wrocław-PL,Co-loading,0
11210,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,2 Swap Bodies,0
11211,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,Swap Body,0
11212,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,Trailer,0
11213,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,Van,0
11214,Ostrava-CZ,Bydgoszcz (Solec Kujawski)-PL,Co-loading,0
11215,Krupka 1-CZ,Suwałki (Ełk)-PL,2 Swap Bodies,0
11216,Krupka 1-CZ,Suwałki (Ełk)-PL,Swap Body,0
11217,Krupka 1-CZ,Suwałki (Ełk)-PL,Trailer,0
11218,Krupka 1-CZ,Suwałki (Ełk)-PL,Van,0
