,0,1,2,3
459,Hub Wien II-AT,Ryton Gateway-GB,Co-loading,0
460,Hub Graz-AT,Slough-GB,2 Swap Bodies,0
461,Hub Graz-AT,Slough-GB,Swap Body,0
462,Hub Graz-AT,Slough-GB,Trailer,0
463,Hub Graz-AT,Slough-GB,Van,0
464,Hub Graz-AT,Slough-GB,Co-loading,0
465,Hub Graz-AT,Ryton Gateway-GB,2 Swap Bodies,0
466,Hub Graz-AT,Ryton Gateway-GB,Swap Body,0
467,Hub Graz-AT,Ryton Gateway-GB,Trailer,0
468,Hub Graz-AT,Ryton Gateway-GB,Van,0
469,Hub Graz-AT,Ryton Gateway-GB,Co-loading,0
470,Hagenbrunn-AT,Slough-GB,2 Swap Bodies,0
471,Hagenbrunn-AT,Slough-GB,Swap Body,0
472,Hagenbrunn-AT,Slough-GB,Trailer,0
473,Hagenbrunn-AT,Slough-GB,Van,0
474,Hagenbrunn-AT,Slough-GB,Co-loading,0
475,Hagenbrunn-AT,Ryton Gateway-GB,2 Swap Bodies,0
476,Hagenbrunn-AT,Ryton Gateway-GB,Swap Body,0
477,Hagenbrunn-AT,Ryton Gateway-GB,Trailer,0
478,Hagenbrunn-AT,Ryton Gateway-GB,Van,0
479,Hagenbrunn-AT,Ryton Gateway-GB,Co-loading,0
480,Allhaming-AT,Slough-GB,2 Swap Bodies,0
481,Allhaming-AT,Slough-GB,Swap Body,0
482,Allhaming-AT,Slough-GB,Trailer,0
483,Allhaming-AT,Slough-GB,Van,0
484,Allhaming-AT,Slough-GB,Co-loading,0
485,Allhaming-AT,Ryton Gateway-GB,2 Swap Bodies,0
486,Allhaming-AT,Ryton Gateway-GB,Swap Body,0
487,Allhaming-AT,Ryton Gateway-GB,Trailer,0
488,Allhaming-AT,Ryton Gateway-GB,Van,0
489,Allhaming-AT,Ryton Gateway-GB,Co-loading,0
490,Enns-AT,Slough-GB,2 Swap Bodies,0
491,Enns-AT,Slough-GB,Swap Body,0
492,Enns-AT,Slough-GB,Trailer,0
493,Enns-AT,Slough-GB,Van,0
494,Enns-AT,Slough-GB,Co-loading,0
495,Enns-AT,Ryton Gateway-GB,2 Swap Bodies,0
496,Enns-AT,Ryton Gateway-GB,Swap Body,0
497,Enns-AT,Ryton Gateway-GB,Trailer,0
498,Enns-AT,Ryton Gateway-GB,Van,0
499,Enns-AT,Ryton Gateway-GB,Co-loading,0
500,Wernberg-AT,Slough-GB,2 Swap Bodies,0
501,Wernberg-AT,Slough-GB,Swap Body,0
502,Wernberg-AT,Slough-GB,Trailer,0
503,Wernberg-AT,Slough-GB,Van,0
504,Wernberg-AT,Slough-GB,Co-loading,0
505,Wernberg-AT,Ryton Gateway-GB,2 Swap Bodies,0
506,Wernberg-AT,Ryton Gateway-GB,Swap Body,0
507,Wernberg-AT,Ryton Gateway-GB,Trailer,0
508,Wernberg-AT,Ryton Gateway-GB,Van,0
509,Wernberg-AT,Ryton Gateway-GB,Co-loading,0
510,Wals-AT,Slough-GB,2 Swap Bodies,0
511,Wals-AT,Slough-GB,Swap Body,0
512,Wals-AT,Slough-GB,Trailer,0
513,Wals-AT,Slough-GB,Van,0
514,Wals-AT,Slough-GB,Co-loading,0
515,Wals-AT,Ryton Gateway-GB,2 Swap Bodies,0
516,Wals-AT,Ryton Gateway-GB,Swap Body,0
517,Wals-AT,Ryton Gateway-GB,Trailer,0
518,Wals-AT,Ryton Gateway-GB,Van,0
519,Wals-AT,Ryton Gateway-GB,Co-loading,0
520,Hall in Tirol-AT,Slough-GB,2 Swap Bodies,0
521,Hall in Tirol-AT,Slough-GB,Swap Body,0
522,Hall in Tirol-AT,Slough-GB,Trailer,0
523,Hall in Tirol-AT,Slough-GB,Van,0
524,Hall in Tirol-AT,Slough-GB,Co-loading,0
525,Hall in Tirol-AT,Ryton Gateway-GB,2 Swap Bodies,0
526,Hall in Tirol-AT,Ryton Gateway-GB,Swap Body,0
527,Hall in Tirol-AT,Ryton Gateway-GB,Trailer,0
528,Hall in Tirol-AT,Ryton Gateway-GB,Van,0
529,Hall in Tirol-AT,Ryton Gateway-GB,Co-loading,0
530,Liesing-AT,Slough-GB,2 Swap Bodies,0
531,Liesing-AT,Slough-GB,Swap Body,0
532,Liesing-AT,Slough-GB,Trailer,0
533,Liesing-AT,Slough-GB,Van,0
534,Liesing-AT,Slough-GB,Co-loading,0
535,Liesing-AT,Ryton Gateway-GB,2 Swap Bodies,0
536,Liesing-AT,Ryton Gateway-GB,Swap Body,0
537,Liesing-AT,Ryton Gateway-GB,Trailer,0
538,Liesing-AT,Ryton Gateway-GB,Van,0
539,Liesing-AT,Ryton Gateway-GB,Co-loading,0
540,Wundschuh-AT,Slough-GB,2 Swap Bodies,0
541,Wundschuh-AT,Slough-GB,Swap Body,0
542,Wundschuh-AT,Slough-GB,Trailer,0
543,Wundschuh-AT,Slough-GB,Van,0
544,Wundschuh-AT,Slough-GB,Co-loading,0
545,Wundschuh-AT,Ryton Gateway-GB,2 Swap Bodies,0
546,Wundschuh-AT,Ryton Gateway-GB,Swap Body,0
547,Wundschuh-AT,Ryton Gateway-GB,Trailer,0
548,Wundschuh-AT,Ryton Gateway-GB,Van,0
549,Wundschuh-AT,Ryton Gateway-GB,Co-loading,0
550,Hub Wien I-AT,Spata-GR,2 Swap Bodies,0
551,Hub Wien I-AT,Spata-GR,Swap Body,0
552,Hub Wien I-AT,Spata-GR,Trailer,0
553,Hub Wien I-AT,Spata-GR,Van,0
554,Hub Wien I-AT,Spata-GR,Co-loading,0
555,Hub Wien II-AT,Spata-GR,2 Swap Bodies,0
556,Hub Wien II-AT,Spata-GR,Swap Body,0
557,Hub Wien II-AT,Spata-GR,Trailer,0
558,Hub Wien II-AT,Spata-GR,Van,0
559,Hub Wien II-AT,Spata-GR,Co-loading,0
560,Hub Graz-AT,Spata-GR,2 Swap Bodies,0
561,Hub Graz-AT,Spata-GR,Swap Body,0
562,Hub Graz-AT,Spata-GR,Trailer,0
563,Hub Graz-AT,Spata-GR,Van,0
564,Hub Graz-AT,Spata-GR,Co-loading,0
565,Hagenbrunn-AT,Spata-GR,2 Swap Bodies,0
566,Hagenbrunn-AT,Spata-GR,Swap Body,0
567,Hagenbrunn-AT,Spata-GR,Trailer,0
568,Hagenbrunn-AT,Spata-GR,Van,0
569,Hagenbrunn-AT,Spata-GR,Co-loading,0
570,Allhaming-AT,Spata-GR,2 Swap Bodies,0
571,Allhaming-AT,Spata-GR,Swap Body,0
572,Allhaming-AT,Spata-GR,Trailer,0
573,Allhaming-AT,Spata-GR,Van,0
574,Allhaming-AT,Spata-GR,Co-loading,0
575,Enns-AT,Spata-GR,2 Swap Bodies,0
576,Enns-AT,Spata-GR,Swap Body,0
577,Enns-AT,Spata-GR,Trailer,0
578,Enns-AT,Spata-GR,Van,0
579,Enns-AT,Spata-GR,Co-loading,0
580,Wernberg-AT,Spata-GR,2 Swap Bodies,0
581,Wernberg-AT,Spata-GR,Swap Body,0
582,Wernberg-AT,Spata-GR,Trailer,0
583,Wernberg-AT,Spata-GR,Van,0
584,Wernberg-AT,Spata-GR,Co-loading,0
585,Wals-AT,Spata-GR,2 Swap Bodies,0
586,Wals-AT,Spata-GR,Swap Body,0
587,Wals-AT,Spata-GR,Trailer,0
588,Wals-AT,Spata-GR,Van,0
589,Wals-AT,Spata-GR,Co-loading,0
590,Hall in Tirol-AT,Spata-GR,2 Swap Bodies,0
591,Hall in Tirol-AT,Spata-GR,Swap Body,0
592,Hall in Tirol-AT,Spata-GR,Trailer,0
593,Hall in Tirol-AT,Spata-GR,Van,0
594,Hall in Tirol-AT,Spata-GR,Co-loading,0
595,Liesing-AT,Spata-GR,2 Swap Bodies,0
596,Liesing-AT,Spata-GR,Swap Body,0
597,Liesing-AT,Spata-GR,Trailer,0
598,Liesing-AT,Spata-GR,Van,0
599,Liesing-AT,Spata-GR,Co-loading,0
600,Wundschuh-AT,Spata-GR,2 Swap Bodies,0
601,Wundschuh-AT,Spata-GR,Swap Body,0
602,Wundschuh-AT,Spata-GR,Trailer,0
603,Wundschuh-AT,Spata-GR,Van,0
604,Wundschuh-AT,Spata-GR,Co-loading,0
605,Hub Wien I-AT,Zagreb-HR,2 Swap Bodies,0
606,Hub Wien I-AT,Zagreb-HR,Swap Body,0
607,Hub Wien I-AT,Zagreb-HR,Trailer,0
608,Hub Wien I-AT,Zagreb-HR,Van,0
17594,Budapest OLK-HU,Hub Wien I-AT,Co-loading,12
610,Hub Wien II-AT,Zagreb-HR,2 Swap Bodies,0
611,Hub Wien II-AT,Zagreb-HR,Swap Body,0
612,Hub Wien II-AT,Zagreb-HR,Trailer,0
613,Hub Wien II-AT,Zagreb-HR,Van,0
614,Hub Wien II-AT,Zagreb-HR,Co-loading,0
615,Hub Graz-AT,Zagreb-HR,2 Swap Bodies,0
616,Hub Graz-AT,Zagreb-HR,Swap Body,0
617,Hub Graz-AT,Zagreb-HR,Trailer,0
618,Hub Graz-AT,Zagreb-HR,Van,0
619,Hub Graz-AT,Zagreb-HR,Co-loading,0
620,Hagenbrunn-AT,Zagreb-HR,2 Swap Bodies,0
621,Hagenbrunn-AT,Zagreb-HR,Swap Body,0
622,Hagenbrunn-AT,Zagreb-HR,Trailer,0
623,Hagenbrunn-AT,Zagreb-HR,Van,0
624,Hagenbrunn-AT,Zagreb-HR,Co-loading,0
625,Allhaming-AT,Zagreb-HR,2 Swap Bodies,0
626,Allhaming-AT,Zagreb-HR,Swap Body,0
627,Allhaming-AT,Zagreb-HR,Trailer,0
628,Allhaming-AT,Zagreb-HR,Van,0
629,Allhaming-AT,Zagreb-HR,Co-loading,0
630,Enns-AT,Zagreb-HR,2 Swap Bodies,0
631,Enns-AT,Zagreb-HR,Swap Body,0
632,Enns-AT,Zagreb-HR,Trailer,0
633,Enns-AT,Zagreb-HR,Van,0
634,Enns-AT,Zagreb-HR,Co-loading,0
635,Wernberg-AT,Zagreb-HR,2 Swap Bodies,0
636,Wernberg-AT,Zagreb-HR,Swap Body,0
637,Wernberg-AT,Zagreb-HR,Trailer,0
638,Wernberg-AT,Zagreb-HR,Van,0
639,Wernberg-AT,Zagreb-HR,Co-loading,0
640,Wals-AT,Zagreb-HR,2 Swap Bodies,0
641,Wals-AT,Zagreb-HR,Swap Body,0
642,Wals-AT,Zagreb-HR,Trailer,0
643,Wals-AT,Zagreb-HR,Van,1
644,Wals-AT,Zagreb-HR,Co-loading,0
645,Hall in Tirol-AT,Zagreb-HR,2 Swap Bodies,0
646,Hall in Tirol-AT,Zagreb-HR,Swap Body,0
647,Hall in Tirol-AT,Zagreb-HR,Trailer,0
648,Hall in Tirol-AT,Zagreb-HR,Van,0
649,Hall in Tirol-AT,Zagreb-HR,Co-loading,0
650,Liesing-AT,Zagreb-HR,2 Swap Bodies,0
651,Liesing-AT,Zagreb-HR,Swap Body,0
652,Liesing-AT,Zagreb-HR,Trailer,0
653,Liesing-AT,Zagreb-HR,Van,0
654,Liesing-AT,Zagreb-HR,Co-loading,0
655,Wundschuh-AT,Zagreb-HR,2 Swap Bodies,0
656,Wundschuh-AT,Zagreb-HR,Swap Body,0
657,Wundschuh-AT,Zagreb-HR,Trailer,0
658,Wundschuh-AT,Zagreb-HR,Van,0
659,Wundschuh-AT,Zagreb-HR,Co-loading,0
660,Hub Wien I-AT,Budapest OLK-HU,2 Swap Bodies,0
661,Hub Wien I-AT,Budapest OLK-HU,Swap Body,0
662,Hub Wien I-AT,Budapest OLK-HU,Trailer,0
663,Hub Wien I-AT,Budapest OLK-HU,Van,0
17809,Budapest OLK-HU,PZ 90 (Feucht/Nürnberg)-DE,Co-loading,4
665,Hub Wien I-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
666,Hub Wien I-AT,Budapest NPKK (OE)-HU,Swap Body,0
667,Hub Wien I-AT,Budapest NPKK (OE)-HU,Trailer,0
668,Hub Wien I-AT,Budapest NPKK (OE)-HU,Van,0
669,Hub Wien I-AT,Budapest NPKK (OE)-HU,Co-loading,0
670,Hub Wien II-AT,Budapest OLK-HU,2 Swap Bodies,0
671,Hub Wien II-AT,Budapest OLK-HU,Swap Body,0
672,Hub Wien II-AT,Budapest OLK-HU,Trailer,0
673,Hub Wien II-AT,Budapest OLK-HU,Van,0
674,Hub Wien II-AT,Budapest OLK-HU,Co-loading,0
675,Hub Wien II-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
676,Hub Wien II-AT,Budapest NPKK (OE)-HU,Swap Body,0
677,Hub Wien II-AT,Budapest NPKK (OE)-HU,Trailer,0
678,Hub Wien II-AT,Budapest NPKK (OE)-HU,Van,0
679,Hub Wien II-AT,Budapest NPKK (OE)-HU,Co-loading,0
680,Hub Graz-AT,Budapest OLK-HU,2 Swap Bodies,0
681,Hub Graz-AT,Budapest OLK-HU,Swap Body,0
682,Hub Graz-AT,Budapest OLK-HU,Trailer,0
683,Hub Graz-AT,Budapest OLK-HU,Van,0
684,Hub Graz-AT,Budapest OLK-HU,Co-loading,0
685,Hub Graz-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
686,Hub Graz-AT,Budapest NPKK (OE)-HU,Swap Body,0
687,Hub Graz-AT,Budapest NPKK (OE)-HU,Trailer,0
688,Hub Graz-AT,Budapest NPKK (OE)-HU,Van,0
689,Hub Graz-AT,Budapest NPKK (OE)-HU,Co-loading,0
690,Hagenbrunn-AT,Budapest OLK-HU,2 Swap Bodies,0
691,Hagenbrunn-AT,Budapest OLK-HU,Swap Body,0
692,Hagenbrunn-AT,Budapest OLK-HU,Trailer,0
693,Hagenbrunn-AT,Budapest OLK-HU,Van,0
694,Hagenbrunn-AT,Budapest OLK-HU,Co-loading,0
695,Hagenbrunn-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
696,Hagenbrunn-AT,Budapest NPKK (OE)-HU,Swap Body,0
697,Hagenbrunn-AT,Budapest NPKK (OE)-HU,Trailer,0
698,Hagenbrunn-AT,Budapest NPKK (OE)-HU,Van,0
699,Hagenbrunn-AT,Budapest NPKK (OE)-HU,Co-loading,0
700,Allhaming-AT,Budapest OLK-HU,2 Swap Bodies,0
701,Allhaming-AT,Budapest OLK-HU,Swap Body,0
702,Allhaming-AT,Budapest OLK-HU,Trailer,0
703,Allhaming-AT,Budapest OLK-HU,Van,0
704,Allhaming-AT,Budapest OLK-HU,Co-loading,0
705,Allhaming-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
706,Allhaming-AT,Budapest NPKK (OE)-HU,Swap Body,0
707,Allhaming-AT,Budapest NPKK (OE)-HU,Trailer,0
708,Allhaming-AT,Budapest NPKK (OE)-HU,Van,0
709,Allhaming-AT,Budapest NPKK (OE)-HU,Co-loading,0
710,Enns-AT,Budapest OLK-HU,2 Swap Bodies,0
711,Enns-AT,Budapest OLK-HU,Swap Body,0
712,Enns-AT,Budapest OLK-HU,Trailer,0
713,Enns-AT,Budapest OLK-HU,Van,0
714,Enns-AT,Budapest OLK-HU,Co-loading,0
715,Enns-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
716,Enns-AT,Budapest NPKK (OE)-HU,Swap Body,0
717,Enns-AT,Budapest NPKK (OE)-HU,Trailer,0
718,Enns-AT,Budapest NPKK (OE)-HU,Van,0
719,Enns-AT,Budapest NPKK (OE)-HU,Co-loading,0
720,Wernberg-AT,Budapest OLK-HU,2 Swap Bodies,0
721,Wernberg-AT,Budapest OLK-HU,Swap Body,0
722,Wernberg-AT,Budapest OLK-HU,Trailer,0
723,Wernberg-AT,Budapest OLK-HU,Van,0
724,Wernberg-AT,Budapest OLK-HU,Co-loading,0
725,Wernberg-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
726,Wernberg-AT,Budapest NPKK (OE)-HU,Swap Body,0
727,Wernberg-AT,Budapest NPKK (OE)-HU,Trailer,0
728,Wernberg-AT,Budapest NPKK (OE)-HU,Van,0
729,Wernberg-AT,Budapest NPKK (OE)-HU,Co-loading,0
730,Wals-AT,Budapest OLK-HU,2 Swap Bodies,0
731,Wals-AT,Budapest OLK-HU,Swap Body,0
732,Wals-AT,Budapest OLK-HU,Trailer,0
733,Wals-AT,Budapest OLK-HU,Van,0
734,Wals-AT,Budapest OLK-HU,Co-loading,0
735,Wals-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
736,Wals-AT,Budapest NPKK (OE)-HU,Swap Body,0
737,Wals-AT,Budapest NPKK (OE)-HU,Trailer,0
738,Wals-AT,Budapest NPKK (OE)-HU,Van,0
739,Wals-AT,Budapest NPKK (OE)-HU,Co-loading,0
740,Hall in Tirol-AT,Budapest OLK-HU,2 Swap Bodies,0
741,Hall in Tirol-AT,Budapest OLK-HU,Swap Body,0
742,Hall in Tirol-AT,Budapest OLK-HU,Trailer,0
743,Hall in Tirol-AT,Budapest OLK-HU,Van,0
744,Hall in Tirol-AT,Budapest OLK-HU,Co-loading,0
745,Hall in Tirol-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
746,Hall in Tirol-AT,Budapest NPKK (OE)-HU,Swap Body,0
747,Hall in Tirol-AT,Budapest NPKK (OE)-HU,Trailer,0
748,Hall in Tirol-AT,Budapest NPKK (OE)-HU,Van,0
749,Hall in Tirol-AT,Budapest NPKK (OE)-HU,Co-loading,0
750,Liesing-AT,Budapest OLK-HU,2 Swap Bodies,0
751,Liesing-AT,Budapest OLK-HU,Swap Body,0
752,Liesing-AT,Budapest OLK-HU,Trailer,0
753,Liesing-AT,Budapest OLK-HU,Van,0
754,Liesing-AT,Budapest OLK-HU,Co-loading,0
755,Liesing-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
756,Liesing-AT,Budapest NPKK (OE)-HU,Swap Body,0
757,Liesing-AT,Budapest NPKK (OE)-HU,Trailer,0
758,Liesing-AT,Budapest NPKK (OE)-HU,Van,0
759,Liesing-AT,Budapest NPKK (OE)-HU,Co-loading,0
760,Wundschuh-AT,Budapest OLK-HU,2 Swap Bodies,0
761,Wundschuh-AT,Budapest OLK-HU,Swap Body,0
762,Wundschuh-AT,Budapest OLK-HU,Trailer,0
763,Wundschuh-AT,Budapest OLK-HU,Van,0
764,Wundschuh-AT,Budapest OLK-HU,Co-loading,0
765,Wundschuh-AT,Budapest NPKK (OE)-HU,2 Swap Bodies,0
766,Wundschuh-AT,Budapest NPKK (OE)-HU,Swap Body,0
767,Wundschuh-AT,Budapest NPKK (OE)-HU,Trailer,0
768,Wundschuh-AT,Budapest NPKK (OE)-HU,Van,0
769,Wundschuh-AT,Budapest NPKK (OE)-HU,Co-loading,0
770,Hub Wien I-AT,Portlaoise-IE,2 Swap Bodies,0
771,Hub Wien I-AT,Portlaoise-IE,Swap Body,0
772,Hub Wien I-AT,Portlaoise-IE,Trailer,0
773,Hub Wien I-AT,Portlaoise-IE,Van,0
774,Hub Wien I-AT,Portlaoise-IE,Co-loading,0
775,Hub Wien I-AT,Dublin-IE,2 Swap Bodies,0
776,Hub Wien I-AT,Dublin-IE,Swap Body,0
777,Hub Wien I-AT,Dublin-IE,Trailer,0
778,Hub Wien I-AT,Dublin-IE,Van,0
779,Hub Wien I-AT,Dublin-IE,Co-loading,0
780,Hub Wien II-AT,Portlaoise-IE,2 Swap Bodies,0
781,Hub Wien II-AT,Portlaoise-IE,Swap Body,0
782,Hub Wien II-AT,Portlaoise-IE,Trailer,0
783,Hub Wien II-AT,Portlaoise-IE,Van,0
784,Hub Wien II-AT,Portlaoise-IE,Co-loading,0
785,Hub Wien II-AT,Dublin-IE,2 Swap Bodies,0
786,Hub Wien II-AT,Dublin-IE,Swap Body,0
787,Hub Wien II-AT,Dublin-IE,Trailer,0
788,Hub Wien II-AT,Dublin-IE,Van,0
789,Hub Wien II-AT,Dublin-IE,Co-loading,0
790,Hub Graz-AT,Portlaoise-IE,2 Swap Bodies,0
791,Hub Graz-AT,Portlaoise-IE,Swap Body,0
792,Hub Graz-AT,Portlaoise-IE,Trailer,0
793,Hub Graz-AT,Portlaoise-IE,Van,0
794,Hub Graz-AT,Portlaoise-IE,Co-loading,0
795,Hub Graz-AT,Dublin-IE,2 Swap Bodies,0
796,Hub Graz-AT,Dublin-IE,Swap Body,0
797,Hub Graz-AT,Dublin-IE,Trailer,0
798,Hub Graz-AT,Dublin-IE,Van,0
799,Hub Graz-AT,Dublin-IE,Co-loading,0
800,Hagenbrunn-AT,Portlaoise-IE,2 Swap Bodies,0
801,Hagenbrunn-AT,Portlaoise-IE,Swap Body,0
802,Hagenbrunn-AT,Portlaoise-IE,Trailer,0
803,Hagenbrunn-AT,Portlaoise-IE,Van,0
804,Hagenbrunn-AT,Portlaoise-IE,Co-loading,0
805,Hagenbrunn-AT,Dublin-IE,2 Swap Bodies,0
806,Hagenbrunn-AT,Dublin-IE,Swap Body,0
807,Hagenbrunn-AT,Dublin-IE,Trailer,0
808,Hagenbrunn-AT,Dublin-IE,Van,0
809,Hagenbrunn-AT,Dublin-IE,Co-loading,0
810,Allhaming-AT,Portlaoise-IE,2 Swap Bodies,0
811,Allhaming-AT,Portlaoise-IE,Swap Body,0
812,Allhaming-AT,Portlaoise-IE,Trailer,0
813,Allhaming-AT,Portlaoise-IE,Van,0
814,Allhaming-AT,Portlaoise-IE,Co-loading,0
815,Allhaming-AT,Dublin-IE,2 Swap Bodies,0
816,Allhaming-AT,Dublin-IE,Swap Body,0
817,Allhaming-AT,Dublin-IE,Trailer,0
818,Allhaming-AT,Dublin-IE,Van,0
819,Allhaming-AT,Dublin-IE,Co-loading,0
820,Enns-AT,Portlaoise-IE,2 Swap Bodies,0
821,Enns-AT,Portlaoise-IE,Swap Body,0
822,Enns-AT,Portlaoise-IE,Trailer,0
823,Enns-AT,Portlaoise-IE,Van,0
824,Enns-AT,Portlaoise-IE,Co-loading,0
825,Enns-AT,Dublin-IE,2 Swap Bodies,0
826,Enns-AT,Dublin-IE,Swap Body,0
827,Enns-AT,Dublin-IE,Trailer,0
828,Enns-AT,Dublin-IE,Van,0
829,Enns-AT,Dublin-IE,Co-loading,0
830,Wernberg-AT,Portlaoise-IE,2 Swap Bodies,0
831,Wernberg-AT,Portlaoise-IE,Swap Body,0
832,Wernberg-AT,Portlaoise-IE,Trailer,0
833,Wernberg-AT,Portlaoise-IE,Van,0
834,Wernberg-AT,Portlaoise-IE,Co-loading,0
835,Wernberg-AT,Dublin-IE,2 Swap Bodies,0
836,Wernberg-AT,Dublin-IE,Swap Body,0
837,Wernberg-AT,Dublin-IE,Trailer,0
838,Wernberg-AT,Dublin-IE,Van,0
839,Wernberg-AT,Dublin-IE,Co-loading,0
840,Wals-AT,Portlaoise-IE,2 Swap Bodies,0
841,Wals-AT,Portlaoise-IE,Swap Body,0
842,Wals-AT,Portlaoise-IE,Trailer,0
843,Wals-AT,Portlaoise-IE,Van,0
844,Wals-AT,Portlaoise-IE,Co-loading,0
845,Wals-AT,Dublin-IE,2 Swap Bodies,0
846,Wals-AT,Dublin-IE,Swap Body,0
847,Wals-AT,Dublin-IE,Trailer,0
848,Wals-AT,Dublin-IE,Van,0
849,Wals-AT,Dublin-IE,Co-loading,0
850,Hall in Tirol-AT,Portlaoise-IE,2 Swap Bodies,0
851,Hall in Tirol-AT,Portlaoise-IE,Swap Body,0
852,Hall in Tirol-AT,Portlaoise-IE,Trailer,0
853,Hall in Tirol-AT,Portlaoise-IE,Van,0
854,Hall in Tirol-AT,Portlaoise-IE,Co-loading,0
855,Hall in Tirol-AT,Dublin-IE,2 Swap Bodies,0
856,Hall in Tirol-AT,Dublin-IE,Swap Body,0
857,Hall in Tirol-AT,Dublin-IE,Trailer,0
858,Hall in Tirol-AT,Dublin-IE,Van,0
859,Hall in Tirol-AT,Dublin-IE,Co-loading,0
860,Liesing-AT,Portlaoise-IE,2 Swap Bodies,0
861,Liesing-AT,Portlaoise-IE,Swap Body,0
862,Liesing-AT,Portlaoise-IE,Trailer,0
863,Liesing-AT,Portlaoise-IE,Van,0
864,Liesing-AT,Portlaoise-IE,Co-loading,0
865,Liesing-AT,Dublin-IE,2 Swap Bodies,0
866,Liesing-AT,Dublin-IE,Swap Body,0
867,Liesing-AT,Dublin-IE,Trailer,0
868,Liesing-AT,Dublin-IE,Van,0
869,Liesing-AT,Dublin-IE,Co-loading,0
870,Wundschuh-AT,Portlaoise-IE,2 Swap Bodies,0
871,Wundschuh-AT,Portlaoise-IE,Swap Body,0
872,Wundschuh-AT,Portlaoise-IE,Trailer,0
873,Wundschuh-AT,Portlaoise-IE,Van,0
874,Wundschuh-AT,Portlaoise-IE,Co-loading,0
875,Wundschuh-AT,Dublin-IE,2 Swap Bodies,0
876,Wundschuh-AT,Dublin-IE,Swap Body,0
877,Wundschuh-AT,Dublin-IE,Trailer,0
878,Wundschuh-AT,Dublin-IE,Van,0
879,Wundschuh-AT,Dublin-IE,Co-loading,0
880,Hub Wien I-AT,Kaunas-LT,2 Swap Bodies,0
881,Hub Wien I-AT,Kaunas-LT,Swap Body,0
882,Hub Wien I-AT,Kaunas-LT,Trailer,0
883,Hub Wien I-AT,Kaunas-LT,Van,0
884,Hub Wien I-AT,Kaunas-LT,Co-loading,0
885,Hub Wien II-AT,Kaunas-LT,2 Swap Bodies,0
886,Hub Wien II-AT,Kaunas-LT,Swap Body,0
887,Hub Wien II-AT,Kaunas-LT,Trailer,0
888,Hub Wien II-AT,Kaunas-LT,Van,0
889,Hub Wien II-AT,Kaunas-LT,Co-loading,0
890,Hub Graz-AT,Kaunas-LT,2 Swap Bodies,0
891,Hub Graz-AT,Kaunas-LT,Swap Body,0
892,Hub Graz-AT,Kaunas-LT,Trailer,0
893,Hub Graz-AT,Kaunas-LT,Van,0
894,Hub Graz-AT,Kaunas-LT,Co-loading,0
895,Hagenbrunn-AT,Kaunas-LT,2 Swap Bodies,0
896,Hagenbrunn-AT,Kaunas-LT,Swap Body,0
897,Hagenbrunn-AT,Kaunas-LT,Trailer,0
898,Hagenbrunn-AT,Kaunas-LT,Van,0
899,Hagenbrunn-AT,Kaunas-LT,Co-loading,0
900,Allhaming-AT,Kaunas-LT,2 Swap Bodies,0
901,Allhaming-AT,Kaunas-LT,Swap Body,0
902,Allhaming-AT,Kaunas-LT,Trailer,0
903,Allhaming-AT,Kaunas-LT,Van,0
904,Allhaming-AT,Kaunas-LT,Co-loading,0
905,Enns-AT,Kaunas-LT,2 Swap Bodies,0
906,Enns-AT,Kaunas-LT,Swap Body,0
907,Enns-AT,Kaunas-LT,Trailer,0
908,Enns-AT,Kaunas-LT,Van,0
909,Enns-AT,Kaunas-LT,Co-loading,0
910,Wernberg-AT,Kaunas-LT,2 Swap Bodies,0
911,Wernberg-AT,Kaunas-LT,Swap Body,0
912,Wernberg-AT,Kaunas-LT,Trailer,0
913,Wernberg-AT,Kaunas-LT,Van,0
914,Wernberg-AT,Kaunas-LT,Co-loading,0
915,Wals-AT,Kaunas-LT,2 Swap Bodies,0
916,Wals-AT,Kaunas-LT,Swap Body,0
917,Wals-AT,Kaunas-LT,Trailer,0
918,Wals-AT,Kaunas-LT,Van,0
919,Wals-AT,Kaunas-LT,Co-loading,0
920,Hall in Tirol-AT,Kaunas-LT,2 Swap Bodies,0
921,Hall in Tirol-AT,Kaunas-LT,Swap Body,0
922,Hall in Tirol-AT,Kaunas-LT,Trailer,0
923,Hall in Tirol-AT,Kaunas-LT,Van,0
924,Hall in Tirol-AT,Kaunas-LT,Co-loading,0
925,Liesing-AT,Kaunas-LT,2 Swap Bodies,0
926,Liesing-AT,Kaunas-LT,Swap Body,0
927,Liesing-AT,Kaunas-LT,Trailer,0
928,Liesing-AT,Kaunas-LT,Van,0
929,Liesing-AT,Kaunas-LT,Co-loading,0
930,Wundschuh-AT,Kaunas-LT,2 Swap Bodies,0
931,Wundschuh-AT,Kaunas-LT,Swap Body,0
